batteryMilliAmps,batteryMilliWatts,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,kalman_soc,SoC_LibreSolar
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.02,0.00255,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.75,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.0,0.0,1,12.77,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.77,1.0,10.0,8.9
0.0,0.0,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,8.9
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.02,0.00255,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.76,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.02,0.00255,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.79,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.79,1.0,10.0,9.0
0.0,0.0,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.01,0.00127,1,12.78,1.0,10.0,9.0
0.01,0.00127,1,12.77,1.0,10.0,9.0
0.0,0.0,1,12.77,1.0,10.0,9.0
